,X0,X1,y
0,17.88191946,1.926667124,2
1,14.73455329,-24.38871286,1
2,9.769513784,8.575010044,2
3,16.25899539,-31.23530999,1
4,11.54570126,-6.81529939,0
5,3.042468255,-0.447378969,0
6,9.988358156,6.95612036,0
7,17.87199273,-0.230439957,2
8,12.20970259,-32.27037739,1
9,11.69247353,5.507166275,2
10,17.88483804,5.014814601,2
11,-1.737680461,-3.634813542,0
12,5.866742694,4.476465104,0
13,2.123405678,2.601095461,0
14,23.214906,-32.06532878,1
15,14.05539317,16.26597009,2
16,5.11270465,-6.256059611,0
17,7.973113473,-9.325344909,0
18,16.77022816,-22.29829861,1
19,13.55751342,3.87819866,2
20,12.72266937,-30.50542316,1
21,12.14480898,-4.303092535,0
22,2.78847378,-7.308169326,0
23,14.93084084,-32.43961277,1
24,15.40573931,0.761430158,2
25,17.45545509,-1.220818364,2
26,12.81697255,7.805967833,2
27,9.862122727,4.450649779,2
28,15.89096351,-37.68219686,1
29,19.34323914,-31.91229518,1
30,14.49576313,7.648138929,2
31,19.54483825,-33.8588241,1
32,17.92266788,4.278327993,2
33,18.90467778,-26.18425968,1
34,13.63324145,2.938886186,2
35,8.537322811,5.210040306,0
36,14.45488081,-32.33186803,1
37,10.93128465,16.53686593,0
38,11.95715572,-24.6334408,1
39,11.69360985,-23.78061351,1
40,15.86737562,-23.67842278,1
41,11.57401524,-31.29909667,1
42,9.931146129,1.903385709,0
43,2.543601733,4.211680833,0
44,13.22766905,-23.79128554,1
45,13.86366775,11.77541188,2
46,17.56037483,-25.17300022,1
47,13.50668758,15.15376211,2
48,8.030121007,-27.72028718,1
49,3.175407242,-9.075530663,0
50,11.86309271,-30.19135297,1
51,10.30711579,9.490641117,2
52,13.05753717,4.328349779,0
53,14.03917106,-29.89992582,1
54,9.563034701,-24.26088159,1
55,2.798764751,2.253337766,0
56,8.821996056,1.884708081,0
57,3.485246459,6.148788628,2
58,24.93137455,8.884042427,2
59,5.502803428,-35.60670314,1
60,12.99202668,-4.224420634,2
61,6.347994154,7.012133695,0
62,13.59770534,-28.0305741,1
63,13.15733749,4.021879798,2
64,13.27747306,-33.7149826,1
65,5.397197187,-3.487121846,0
66,10.20168957,1.296756906,2
67,7.575126144,-5.405388926,0
68,12.87781017,-34.79103381,1
69,11.35839931,11.10870775,2
70,16.03533335,5.538064969,2
71,1.332688557,2.988697616,0
72,12.05887977,-0.98899187,2
73,7.353980933,-1.965865354,2
74,14.44560478,10.5779172,2
75,6.222944615,3.39709176,0
76,6.403865726,-4.368355207,0
77,19.23461367,-0.064082978,2
78,17.06558436,-25.62601027,1
79,11.9921961,-29.18169646,1
80,11.98260134,-39.98717915,1
81,11.61101962,-3.357191179,2
82,14.44026943,-27.32678161,1
83,15.88154885,-39.52201345,1
84,10.33118703,-22.98734547,1
85,13.59610816,6.801698851,2
86,10.57488068,3.874020284,0
87,5.651315799,-4.381998759,0
88,0.073975568,-2.178744444,0
89,2.912973749,6.423962073,2
90,13.69227994,-3.888004864,0
91,6.518142856,2.750185072,0
92,4.59586356,-0.399077385,0
93,13.89567919,-28.27106346,1
94,20.53812782,-23.59691044,1
95,5.710711653,-2.885352072,0
96,10.97422712,-2.08341333,0
97,13.9296583,4.327875473,0
98,11.7083566,-24.89278218,1
99,9.338417584,-34.39990816,1
100,10.64323757,4.30540871,0
101,14.21027979,8.847189557,2
102,15.79194834,-26.14021047,1
103,-1.66767282,4.452639873,0
104,9.645427104,-9.196534689,0
105,18.83429481,-30.68724385,1
106,10.34966521,2.600195735,2
107,10.70799433,-28.12251314,1
108,12.52292611,-20.9559467,1
109,14.16622168,12.19687534,2
110,11.59068164,-29.23722445,1
111,11.37195822,-21.09771488,1
112,5.974853822,-1.400372084,2
113,13.58121729,-2.367239987,0
114,6.438865506,-14.92232161,0
115,14.45224988,17.0556291,2
116,10.34048145,-30.78656952,1
117,9.607713949,2.614166184,0
118,12.56562556,-25.2340235,1
119,14.91801744,-17.03895127,1
120,9.566367895,-3.53678009,2
121,6.364274641,3.292069639,0
122,4.884881129,2.830423721,0
123,6.017788465,-6.413245729,0
124,10.51440114,2.233791752,2
125,15.84132461,5.363487464,2
126,15.08832095,-25.34807067,1
